Day,Part,Language,Attempt,Output,Expected Output,Status,Error Message,Execution Time (s),Date/Time
05,Part 1,Clojure,initial_attempt,5391,5391,CORRECT,,0.614,2025-05-11 17:03:50
05,Part 2,Clojure,initial_attempt,6142,6142,CORRECT,,0.740,2025-05-11 17:03:50
06,Part 1,C,initial_attempt,5312,5312,CORRECT,,0.506,2025-05-11 17:03:51
06,Part 2,C,initial_attempt,16105,1748,INCORRECT,,1.479,2025-05-11 17:03:52
06,Part 1,Python,initial_attempt,5312,5312,CORRECT,,0.009,2025-05-11 17:03:52
06,Part 2,Python,initial_attempt,1748,1748,CORRECT,,20.411,2025-05-11 17:04:13
06,Part 1,Clojure,initial_attempt,5312,5312,CORRECT,,0.625,2025-05-11 17:04:13
06,Part 2,Clojure,initial_attempt,16105,1748,INCORRECT,,46.411,2025-05-11 17:05:00
07,Part 1,C,initial_attempt,0,3351424677624,INCORRECT,,0.305,2025-05-11 17:05:00
07,Part 2,C,initial_attempt,0,204976636995111,INCORRECT,,0.263,2025-05-11 17:05:00
07,Part 1,Python,initial_attempt,3351424677624,3351424677624,CORRECT,,0.106,2025-05-11 17:05:01
07,Part 2,Python,initial_attempt,204976636995111,204976636995111,CORRECT,,11.473,2025-05-11 17:05:12
07,Part 1,Clojure,initial_attempt,3351424677624,3351424677624,CORRECT,,1.126,2025-05-11 17:05:13
07,Part 2,Clojure,initial_attempt,204976636995111,204976636995111,CORRECT,,22.144,2025-05-11 17:05:35
08,Part 1,C,initial_attempt,11,367,INCORRECT,,0.178,2025-05-11 17:05:35
08,Part 2,C,initial_attempt,0,1285,INCORRECT,,0.373,2025-05-11 17:05:36
08,Part 1,Python,initial_attempt,367,367,CORRECT,,0.007,2025-05-11 17:05:36
08,Part 2,Python,initial_attempt,1285,1285,CORRECT,,0.007,2025-05-11 17:05:36
08,Part 1,Clojure,initial_attempt,0,367,INCORRECT,,0.604,2025-05-11 17:05:36
08,Part 2,Clojure,initial_attempt,231,1285,INCORRECT,,0.628,2025-05-11 17:05:37
09,Part 1,C,initial_attempt,N/A,6279058075753,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:06:32
09,Part 2,C,initial_attempt,,6301361958738,EMPTY_OUTPUT,Program produced no output,0.319,2025-05-11 17:06:33
09,Part 1,Python,initial_attempt,8265157818076,6279058075753,INCORRECT,,30.828,2025-05-11 17:07:04
09,Part 2,Python,initial_attempt,6301361958738,6301361958738,CORRECT,,18.265,2025-05-11 17:07:22
09,Part 1,Clojure,initial_attempt,N/A,6279058075753,ERROR,"Syntax error reading source at (output_09a.clj:52:1). EOF while reading, starting at line 17  Full report at: /tmp/clojure-13908471347730226835.edn",0.669,2025-05-11 17:07:23
09,Part 2,Clojure,initial_attempt,N/A,6301361958738,ERROR,"Execution error (NullPointerException) at output-09b/parse-disk (output_09b.clj:14). Cannot invoke ""java.lang.Number.doubleValue()"" because ""x"" is null  Full report at: /tmp/clojure-3457412479644749.edn",0.755,2025-05-11 17:07:23
10,Part 1,C,initial_attempt,129,459,INCORRECT,,0.132,2025-05-11 17:07:23
10,Part 2,C,initial_attempt,1451,1034,INCORRECT,,0.211,2025-05-11 17:07:24
10,Part 1,Python,initial_attempt,459,459,CORRECT,,0.010,2025-05-11 17:07:24
10,Part 2,Python,initial_attempt,1034,1034,CORRECT,,0.010,2025-05-11 17:07:24
10,Part 1,Clojure,initial_attempt,459,459,CORRECT,,0.651,2025-05-11 17:07:24
10,Part 2,Clojure,initial_attempt,1034,1034,CORRECT,,0.636,2025-05-11 17:07:25
11,Part 1,C,initial_attempt,,193899,RUNTIME_ERROR,*** stack smashing detected ***: terminated,0.312,2025-05-11 17:07:25
11,Part 2,C,initial_attempt,,229682160383225,RUNTIME_ERROR,*** stack smashing detected ***: terminated,0.117,2025-05-11 17:07:25
11,Part 1,Python,initial_attempt,193899,193899,CORRECT,,0.079,2025-05-11 17:07:25
11,Part 2,Python,initial_attempt,229682160383225,229682160383225,CORRECT,,0.065,2025-05-11 17:07:26
11,Part 1,Clojure,initial_attempt,N/A,193899,ERROR,Execution error (ClassCastException) at output-11a/parse-input (output_11a.clj:6). class java.lang.String cannot be cast to class java.util.regex.Pattern (java.lang.String and java.util.regex.Pattern are in module java.base of loader 'bootstrap')  Full report at: /tmp/clojure-3795884996549288990.edn,0.645,2025-05-11 17:07:26
11,Part 2,Clojure,initial_attempt,N/A,229682160383225,ERROR,Execution error (ClassCastException) at output-11b/parse-input (output_11b.clj:6). class java.lang.String cannot be cast to class java.util.regex.Pattern (java.lang.String and java.util.regex.Pattern are in module java.base of loader 'bootstrap')  Full report at: /tmp/clojure-14608010418036293859.edn,0.663,2025-05-11 17:07:27
12,Part 1,C,initial_attempt,,1449902,EMPTY_OUTPUT,Program produced no output,0.153,2025-05-11 17:07:27
12,Part 2,C,initial_attempt,,908042,EMPTY_OUTPUT,Program produced no output,0.128,2025-05-11 17:07:27
12,Part 1,Python,initial_attempt,1449902,1449902,CORRECT,,0.021,2025-05-11 17:07:27
12,Part 2,Python,initial_attempt,937813,908042,INCORRECT,,0.204,2025-05-11 17:07:27
12,Part 1,Clojure,initial_attempt,N/A,1449902,ERROR,"Syntax error reading source at (output_12a.clj:56:1). EOF while reading, starting at line 37  Full report at: /tmp/clojure-12374129587369833697.edn",0.664,2025-05-11 17:07:28
12,Part 2,Clojure,initial_attempt,N/A,908042,ERROR,"Syntax error reading source at (output_12b.clj:70:1). EOF while reading, starting at line 51  Full report at: /tmp/clojure-7052213048344144931.edn",0.679,2025-05-11 17:07:29
13,Part 1,C,initial_attempt,,29517,RUNTIME_ERROR,*** stack smashing detected ***: terminated,0.284,2025-05-11 17:07:29
13,Part 2,C,initial_attempt,,103570327981381,EMPTY_OUTPUT,Program produced no output,0.118,2025-05-11 17:07:29
13,Part 1,Python,initial_attempt,29517,29517,CORRECT,,0.173,2025-05-11 17:07:29
13,Part 2,Python,initial_attempt,104051533658296,103570327981381,INCORRECT,,45.283,2025-05-11 17:08:15
13,Part 1,Clojure,initial_attempt,N/A,29517,ERROR,"Syntax error reading source at (output_13a.clj:47:1). EOF while reading, starting at line 16  Full report at: /tmp/clojure-17833888957582570954.edn",0.660,2025-05-11 17:08:15
13,Part 2,Clojure,initial_attempt,N/A,103570327981381,ERROR,"Execution error (NullPointerException) at output-13b/parse-machine (output_13b.clj:9). Cannot invoke ""Object.getClass()"" because ""x"" is null  Full report at: /tmp/clojure-18404285674137850662.edn",0.694,2025-05-11 17:08:16
14,Part 1,C,initial_attempt,436800,230461440,INCORRECT,,0.254,2025-05-11 17:08:16
14,Part 2,C,initial_attempt,0,6668,INCORRECT,,0.325,2025-05-11 17:08:16
14,Part 1,Python,initial_attempt,230461440,230461440,CORRECT,,0.008,2025-05-11 17:08:16
14,Part 2,Python,initial_attempt,0,6668,INCORRECT,,0.008,2025-05-11 17:08:16
14,Part 1,Clojure,initial_attempt,230461440,230461440,ERROR,"WARNING: time already refers to: #'clojure.core/time in namespace: output_14a, being replaced by: #'output_14a/time",0.571,2025-05-11 17:08:17
14,Part 2,Clojure,initial_attempt,0,6668,INCORRECT,,0.601,2025-05-11 17:08:18
15,Part 1,C,initial_attempt,N/A,1478649,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:09:16
15,Part 2,C,initial_attempt,N/A,1495455,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:10:15
15,Part 1,Python,initial_attempt,1450729,1478649,INCORRECT,,0.009,2025-05-11 17:10:15
15,Part 2,Python,initial_attempt,1467186,1495455,INCORRECT,,0.009,2025-05-11 17:10:15
15,Part 1,Clojure,initial_attempt,1452316,1478649,INCORRECT,,0.662,2025-05-11 17:10:16
15,Part 2,Clojure,initial_attempt,0,1495455,INCORRECT,,0.640,2025-05-11 17:10:16
16,Part 1,C,initial_attempt,,99488,EMPTY_OUTPUT,Program produced no output,0.238,2025-05-11 17:10:16
16,Part 2,C,initial_attempt,,516,EMPTY_OUTPUT,Program produced no output,0.312,2025-05-11 17:10:17
16,Part 1,Python,initial_attempt,99488,99488,CORRECT,,0.043,2025-05-11 17:10:17
16,Part 2,Python,initial_attempt,5,516,INCORRECT,,0.063,2025-05-11 17:10:17
16,Part 1,Clojure,initial_attempt,N/A,99488,ERROR,"Syntax error reading source at (output_16a.clj:68:1). EOF while reading, starting at line 31  Full report at: /tmp/clojure-5116417201696966057.edn",0.775,2025-05-11 17:10:18
16,Part 2,Clojure,initial_attempt,N/A,516,ERROR,Execution error (ClassCastException) at output-16b/collect-paths$iter$fn (output_16b.clj:64). class clojure.lang.PersistentHashMap cannot be cast to class java.util.Map$Entry (clojure.lang.PersistentHashMap is in unnamed module of loader 'app'; java.util.Map$Entry is in module java.base of loader 'bootstrap')  Full report at: /tmp/clojure-6140002571216469868.edn,0.994,2025-05-11 17:10:19
17,Part 1,C,initial_attempt,N/A,"2,7,6,5,6,0,2,3,1",TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:11:18
17,Part 2,C,initial_attempt,N/A,107416870455451,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:12:16
17,Part 1,Python,initial_attempt,"2,7,6,5,6,0,2,3,1","2,7,6,5,6,0,2,3,1",CORRECT,,0.008,2025-05-11 17:12:16
17,Part 2,Python,initial_attempt,N/A,107416870455451,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:13:16
17,Part 1,Clojure,initial_attempt,N/A,"2,7,6,5,6,0,2,3,1",ERROR,"Execution error (NumberFormatException) at java.lang.NumberFormatException/forInputString (NumberFormatException.java:67). For input string: ""Program: 2""  Full report at: /tmp/clojure-17112980721258408326.edn",0.709,2025-05-11 17:13:17
17,Part 2,Clojure,initial_attempt,N/A,107416870455451,ERROR,"Execution error (NumberFormatException) at java.lang.NumberFormatException/forInputString (NumberFormatException.java:67). For input string: ""Program: 2""  Full report at: /tmp/clojure-17244143996918274758.edn",0.664,2025-05-11 17:13:17
18,Part 1,C,initial_attempt,,334,EMPTY_OUTPUT,Program produced no output,0.163,2025-05-11 17:13:17
18,Part 2,C,initial_attempt,,"[20, 12]",EMPTY_OUTPUT,Program produced no output,0.341,2025-05-11 17:13:18
18,Part 1,Python,initial_attempt,334,334,CORRECT,,0.011,2025-05-11 17:13:18
18,Part 2,Python,initial_attempt,"20,12","[20, 12]",CORRECT,,4.804,2025-05-11 17:13:23
18,Part 1,Clojure,initial_attempt,334,334,CORRECT,,0.722,2025-05-11 17:13:23
18,Part 2,Clojure,initial_attempt,"20,12","[20, 12]",CORRECT,,24.084,2025-05-11 17:13:47
19,Part 1,C,initial_attempt,,324,EMPTY_OUTPUT,Program produced no output,0.140,2025-05-11 17:13:48
19,Part 2,C,initial_attempt,,575227823167869,EMPTY_OUTPUT,Program produced no output,0.147,2025-05-11 17:13:48
19,Part 1,Python,initial_attempt,324,324,CORRECT,,0.109,2025-05-11 17:13:48
19,Part 2,Python,initial_attempt,575227823167869,575227823167869,CORRECT,,0.344,2025-05-11 17:13:48
19,Part 1,Clojure,initial_attempt,324,324,CORRECT,,-3.040,2025-05-11 17:13:45
19,Part 2,Clojure,initial_attempt,575227823167869,575227823167869,CORRECT,,0.648,2025-05-11 17:13:46
20,Part 1,C,initial_attempt,,1415,EMPTY_OUTPUT,Program produced no output,0.161,2025-05-11 17:13:46
20,Part 2,C,initial_attempt,,1022577,EMPTY_OUTPUT,Program produced no output,0.444,2025-05-11 17:13:46
20,Part 1,Python,initial_attempt,N/A,1415,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:14:44
20,Part 2,Python,initial_attempt,N/A,1022577,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:15:39
20,Part 1,Clojure,initial_attempt,N/A,1415,ERROR,"Syntax error reading source at (output_20a.clj:76:1). EOF while reading, starting at line 26  Full report at: /tmp/clojure-5511215337713390883.edn",0.753,2025-05-11 17:15:40
20,Part 2,Clojure,initial_attempt,N/A,1022577,ERROR,"Syntax error reading source at (output_20b.clj:79:1). EOF while reading, starting at line 37  Full report at: /tmp/clojure-10232991711089224497.edn",0.731,2025-05-11 17:15:40
21,Part 1,C,initial_attempt,0,128962,INCORRECT,,0.267,2025-05-11 17:15:41
21,Part 2,C,initial_attempt,0,159684145150108,INCORRECT,,0.458,2025-05-11 17:15:41
21,Part 1,Python,initial_attempt,inf,128962,INCORRECT,,0.009,2025-05-11 17:15:41
21,Part 2,Python,initial_attempt,inf,159684145150108,INCORRECT,,16.800,2025-05-11 17:15:58
21,Part 1,Clojure,initial_attempt,N/A,128962,ERROR,Syntax error reading source at (output_21a.clj:13:18). Invalid token: :  Full report at: /tmp/clojure-11953591018943651826.edn,0.778,2025-05-11 17:15:59
21,Part 2,Clojure,initial_attempt,N/A,159684145150108,ERROR,Syntax error reading source at (output_21b.clj:35:59). Unmatched delimiter: )  Full report at: /tmp/clojure-15356270074568503421.edn,0.813,2025-05-11 17:15:59
22,Part 1,C,initial_attempt,349813602,13234715490,INCORRECT,,0.149,2025-05-11 17:16:00
22,Part 2,C,initial_attempt,,1490,EMPTY_OUTPUT,Program produced no output,1.105,2025-05-11 17:16:01
22,Part 1,Python,initial_attempt,13234715490,13234715490,CORRECT,,0.432,2025-05-11 17:16:01
22,Part 2,Python,initial_attempt,N/A,1490,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:16:57
22,Part 1,Clojure,initial_attempt,13234715490,13234715490,CORRECT,,0.706,2025-05-11 17:16:58
22,Part 2,Clojure,initial_attempt,N/A,1490,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:17:53
23,Part 1,C,initial_attempt,,1485,EMPTY_OUTPUT,Program produced no output,0.243,2025-05-11 17:17:53
23,Part 2,C,initial_attempt,,"cc,dz,ea,hj,if,it,kf,qo,sk,ug,ut,uv,wh",EMPTY_OUTPUT,Program produced no output,0.329,2025-05-11 17:17:53
23,Part 1,Python,initial_attempt,1485,1485,CORRECT,,0.460,2025-05-11 17:17:54
23,Part 2,Python,initial_attempt,"cc,dz,ea,hj,if,it,kf,qo,sk,ug,ut,uv,wh","cc,dz,ea,hj,if,it,kf,qo,sk,ug,ut,uv,wh",CORRECT,,0.177,2025-05-11 17:17:54
23,Part 1,Clojure,initial_attempt,N/A,1485,ERROR,Syntax error compiling at (output_23a.clj:18:17). No such var: str/compare  Full report at: /tmp/clojure-12621408816436899605.edn,0.671,2025-05-11 17:17:55
23,Part 2,Clojure,initial_attempt,N/A,"cc,dz,ea,hj,if,it,kf,qo,sk,ug,ut,uv,wh",TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:18:50
24,Part 1,C,initial_attempt,,54715147844840,EMPTY_OUTPUT,Program produced no output,0.177,2025-05-11 17:18:50
24,Part 2,C,initial_attempt,,"ggn,grm,jcb,ndw,twr,z10,z32,z39",EMPTY_OUTPUT,Program produced no output,0.136,2025-05-11 17:18:50
24,Part 1,Python,initial_attempt,54715147844840,54715147844840,CORRECT,,0.013,2025-05-11 17:18:50
24,Part 2,Python,initial_attempt,N/A,"ggn,grm,jcb,ndw,twr,z10,z32,z39",TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:19:48
24,Part 1,Clojure,initial_attempt,N/A,54715147844840,TIMEOUT,Execution timed out after 60 seconds,60.000,2025-05-11 17:20:43
24,Part 2,Clojure,initial_attempt,N/A,"ggn,grm,jcb,ndw,twr,z10,z32,z39",ERROR,"Execution error (NullPointerException) at output-24b/find-z-wires$fn (output_24b.clj:63). Cannot invoke ""Object.toString()"" because ""s"" is null  Full report at: /tmp/clojure-13675219446029549661.edn",0.911,2025-05-11 17:20:44
25,Part 1,C,initial_attempt,0,2900,INCORRECT,,0.147,2025-05-11 17:20:44
25,Part 2,C,initial_attempt,N/A,,SCRIPT_NOT_FOUND,Source file not found,0.000,2025-05-11 17:20:44
25,Part 1,Python,initial_attempt,19,2900,INCORRECT,,0.018,2025-05-11 17:20:44
25,Part 2,Python,initial_attempt,N/A,,SCRIPT_NOT_FOUND,Source file not found,0.000,2025-05-11 17:20:44
25,Part 1,Clojure,initial_attempt,496,2900,INCORRECT,,0.563,2025-05-11 17:20:45
25,Part 2,Clojure,initial_attempt,N/A,,SCRIPT_NOT_FOUND,Source file not found,0.000,2025-05-11 17:20:45
