Day,Part,Language,Attempt,Output,Expected Output,Status,Error Message,Execution Time (s),Date/Time
15,2,c,Direct_Attempt,TIMEOUT,1495455,TIMEOUT,,60.213,2025-05-12 20:57:38
16,1,c,Direct_Attempt,N/A,99488,ERROR,Compilation error (exit -11):,0.146,2025-05-12 20:57:38
16,2,c,Direct_Attempt,N/A,516,ERROR,Compilation error (exit -11):,0.145,2025-05-12 20:57:38
17,1,c,Direct_Attempt,TIMEOUT,"2,7,6,5,6,0,2,3,1",TIMEOUT,,60.188,2025-05-12 20:58:38
17,2,c,Direct_Attempt,TIMEOUT,107416870455451,TIMEOUT,,60.633,2025-05-12 20:59:39
18,1,c,Direct_Attempt,N/A,334,ERROR,Compilation error (exit -11):,0.502,2025-05-12 20:59:39
18,2,c,Direct_Attempt,N/A,"[20, 12]",ERROR,Compilation error (exit -11):,0.519,2025-05-12 20:59:40
19,1,c,Direct_Attempt,N/A,324,ERROR,Compilation error (exit -11):,0.521,2025-05-12 20:59:40
19,2,c,Direct_Attempt,N/A,575227823167869,ERROR,Compilation error (exit -11):,0.392,2025-05-12 20:59:41
20,1,c,Direct_Attempt,N/A,1415,ERROR,Compilation error (exit -11):,0.631,2025-05-12 20:59:41
20,2,c,Direct_Attempt,N/A,1022577,ERROR,Compilation error (exit -11):,0.475,2025-05-12 20:59:42
21,1,c,Direct_Attempt,0,128962,INCORRECT,,0.369,2025-05-12 20:59:42
21,2,c,Direct_Attempt,0,159684145150108,INCORRECT,,0.309,2025-05-12 20:59:43
22,1,c,Direct_Attempt,349813602,13234715490,INCORRECT,,0.311,2025-05-12 20:59:43
22,2,c,Direct_Attempt,N/A,1490,ERROR,Compilation error (exit -11):,1.369,2025-05-12 20:59:44
23,1,c,Direct_Attempt,N/A,1485,ERROR,Compilation error (exit -11):,0.119,2025-05-12 20:59:44
23,2,c,Direct_Attempt,N/A,"cc,dz,ea,hj,if,it,kf,qo,sk,ug,ut,uv,wh",ERROR,Compilation error (exit -11):,0.234,2025-05-12 20:59:45
24,1,c,Direct_Attempt,N/A,54715147844840,ERROR,Compilation error (exit -11):,0.290,2025-05-12 20:59:45
24,2,c,Direct_Attempt,N/A,"ggn,grm,jcb,ndw,twr,z10,z32,z39",ERROR,Compilation error (exit -11):,0.191,2025-05-12 20:59:45
25,1,c,Direct_Attempt,0,2900,INCORRECT,,0.164,2025-05-12 20:59:45
01,1,clojure,Direct_Attempt,1646452,1646452,CORRECT,,0.798,2025-05-12 20:59:46
01,2,clojure,Direct_Attempt,23609874,23609874,CORRECT,,0.565,2025-05-12 20:59:47
02,1,clojure,Direct_Attempt,524,524,CORRECT,,0.596,2025-05-12 20:59:47
02,2,clojure,Direct_Attempt,569,569,CORRECT,,0.640,2025-05-12 20:59:48
03,1,clojure,Direct_Attempt,167650499,167650499,CORRECT,,0.548,2025-05-12 20:59:48
03,2,clojure,Direct_Attempt,N/A,95846796,ERROR,"Unknown error (exit 1): Syntax error reading source at (output_03b.clj:24:1). EOF while reading, starting at line 5  Full report at: /tmp/clojure-13721062938149062615.edn",0.674,2025-05-12 20:59:49
04,1,clojure,Direct_Attempt,2464,2464,CORRECT,,0.740,2025-05-12 20:59:50
04,2,clojure,Direct_Attempt,1982,1982,CORRECT,,0.683,2025-05-12 20:59:51
05,1,clojure,Direct_Attempt,5391,5391,CORRECT,,0.597,2025-05-12 20:59:51
05,2,clojure,Direct_Attempt,6142,6142,CORRECT,,0.758,2025-05-12 20:59:52
06,1,clojure,Direct_Attempt,5312,5312,CORRECT,,0.620,2025-05-12 20:59:53
06,2,clojure,Direct_Attempt,16105,1748,INCORRECT,,51.427,2025-05-12 21:00:44
07,1,clojure,Direct_Attempt,3351424677624,3351424677624,CORRECT,,1.198,2025-05-12 21:00:45
07,2,clojure,Direct_Attempt,204976636995111,204976636995111,CORRECT,,26.301,2025-05-12 21:01:11
08,1,clojure,Direct_Attempt,0,367,INCORRECT,,0.609,2025-05-12 21:01:12
08,2,clojure,Direct_Attempt,231,1285,INCORRECT,,0.597,2025-05-12 21:01:13
09,1,clojure,Direct_Attempt,N/A,6279058075753,ERROR,"Unknown error (exit 1): Syntax error reading source at (output_09a.clj:52:1). EOF while reading, starting at line 17  Full report at: /tmp/clojure-10389787797300637084.edn",0.677,2025-05-12 21:01:13
09,2,clojure,Direct_Attempt,N/A,6301361958738,ERROR,"Unknown error (exit 1): Execution error (NullPointerException) at output-09b/parse-disk (output_09b.clj:14). Cannot invoke ""java.lang.Number.doubleValue()"" because ""x"" is null  Full report at: /tmp/clojure-9043600318440750188.edn",0.775,2025-05-12 21:01:14
10,1,clojure,Direct_Attempt,459,459,CORRECT,,0.683,2025-05-12 21:01:15
10,2,clojure,Direct_Attempt,1034,1034,CORRECT,,0.662,2025-05-12 21:01:15
11,1,clojure,Direct_Attempt,N/A,193899,ERROR,Unknown error (exit 1): Execution error (ClassCastException) at output-11a/parse-input (output_11a.clj:6). class java.lang.String cannot be cast to class java.util.regex.Pattern (java.lang.String and java.util.regex.Pattern are in module java.base of loader 'bootstrap')  Full report at: /tmp/clojure-16145161724627196301.edn,0.674,2025-05-12 21:01:16
11,2,clojure,Direct_Attempt,N/A,229682160383225,ERROR,Unknown error (exit 1): Execution error (ClassCastException) at output-11b/parse-input (output_11b.clj:6). class java.lang.String cannot be cast to class java.util.regex.Pattern (java.lang.String and java.util.regex.Pattern are in module java.base of loader 'bootstrap')  Full report at: /tmp/clojure-5854923328326140462.edn,0.669,2025-05-12 21:01:17
12,1,clojure,Direct_Attempt,N/A,1449902,ERROR,"Unknown error (exit 1): Syntax error reading source at (output_12a.clj:56:1). EOF while reading, starting at line 37  Full report at: /tmp/clojure-11096478956683858166.edn",0.647,2025-05-12 21:01:17
12,2,clojure,Direct_Attempt,N/A,908042,ERROR,"Unknown error (exit 1): Syntax error reading source at (output_12b.clj:70:1). EOF while reading, starting at line 51  Full report at: /tmp/clojure-8122808351314045652.edn",0.683,2025-05-12 21:01:18
13,1,clojure,Direct_Attempt,N/A,29517,ERROR,"Unknown error (exit 1): Syntax error reading source at (output_13a.clj:47:1). EOF while reading, starting at line 16  Full report at: /tmp/clojure-5611873232977012455.edn",0.720,2025-05-12 21:01:19
13,2,clojure,Direct_Attempt,N/A,103570327981381,ERROR,"Unknown error (exit 1): Execution error (NullPointerException) at output-13b/parse-machine (output_13b.clj:9). Cannot invoke ""Object.getClass()"" because ""x"" is null  Full report at: /tmp/clojure-11933603179437480752.edn",0.804,2025-05-12 21:01:20
14,1,clojure,Direct_Attempt,230461440,230461440,CORRECT,,0.678,2025-05-12 21:01:20
14,2,clojure,Direct_Attempt,0,6668,INCORRECT,,0.580,2025-05-12 21:01:21
15,1,clojure,Direct_Attempt,1452316,1478649,INCORRECT,,0.648,2025-05-12 21:01:22
15,2,clojure,Direct_Attempt,0,1495455,INCORRECT,,0.743,2025-05-12 21:01:22
16,1,clojure,Direct_Attempt,N/A,99488,ERROR,"Unknown error (exit 1): Syntax error reading source at (output_16a.clj:68:1). EOF while reading, starting at line 31  Full report at: /tmp/clojure-12047847773989180176.edn",0.746,2025-05-12 21:01:23
16,2,clojure,Direct_Attempt,N/A,516,ERROR,Unknown error (exit 1): Execution error (ClassCastException) at output-16b/collect-paths$iter$fn (output_16b.clj:64). class clojure.lang.PersistentHashMap cannot be cast to class java.util.Map$Entry (clojure.lang.PersistentHashMap is in unnamed module of loader 'app'; java.util.Map$Entry is in module java.base of loader 'bootstrap')  Full report at: /tmp/clojure-3461068784480679307.edn,1.005,2025-05-12 21:01:24
17,1,clojure,Direct_Attempt,N/A,"2,7,6,5,6,0,2,3,1",ERROR,"Unknown error (exit 1): Execution error (NumberFormatException) at java.lang.NumberFormatException/forInputString (NumberFormatException.java:67). For input string: ""Program: 2""  Full report at: /tmp/clojure-9709869953780938137.edn",0.759,2025-05-12 21:01:25
17,2,clojure,Direct_Attempt,N/A,107416870455451,ERROR,"Unknown error (exit 1): Execution error (NumberFormatException) at java.lang.NumberFormatException/forInputString (NumberFormatException.java:67). For input string: ""Program: 2""  Full report at: /tmp/clojure-11701943236170793401.edn",0.739,2025-05-12 21:01:26
18,1,clojure,Direct_Attempt,334,334,CORRECT,,0.732,2025-05-12 21:01:26
18,2,clojure,Direct_Attempt,"20,12","[20, 12]",CORRECT,,27.443,2025-05-12 21:01:54
19,1,clojure,Direct_Attempt,324,324,CORRECT,,0.694,2025-05-12 21:01:54
19,2,clojure,Direct_Attempt,575227823167869,575227823167869,CORRECT,,0.667,2025-05-12 21:01:55
20,1,clojure,Direct_Attempt,N/A,1415,ERROR,"Unknown error (exit 1): Syntax error reading source at (output_20a.clj:76:1). EOF while reading, starting at line 26  Full report at: /tmp/clojure-13933701481724272169.edn",0.902,2025-05-12 21:01:56
20,2,clojure,Direct_Attempt,N/A,1022577,ERROR,"Unknown error (exit 1): Syntax error reading source at (output_20b.clj:79:1). EOF while reading, starting at line 37  Full report at: /tmp/clojure-2762709502616390592.edn",0.879,2025-05-12 21:01:57
21,1,clojure,Direct_Attempt,N/A,128962,ERROR,Unknown error (exit 1): Syntax error reading source at (output_21a.clj:13:18). Invalid token: :  Full report at: /tmp/clojure-14259341123365643558.edn,0.896,2025-05-12 21:01:58
21,2,clojure,Direct_Attempt,N/A,159684145150108,ERROR,Unknown error (exit 1): Syntax error reading source at (output_21b.clj:35:59). Unmatched delimiter: )  Full report at: /tmp/clojure-3062500788474972731.edn,0.922,2025-05-12 21:01:59
22,1,clojure,Direct_Attempt,13234715490,13234715490,CORRECT,,0.851,2025-05-12 21:02:00
22,2,clojure,Direct_Attempt,TIMEOUT,1490,TIMEOUT,,60.067,2025-05-12 21:03:00
23,1,clojure,Direct_Attempt,N/A,1485,ERROR,Unknown error (exit 1): Syntax error compiling at (output_23a.clj:18:17). No such var: str/compare  Full report at: /tmp/clojure-14143812796321504557.edn,1.110,2025-05-12 21:03:01
23,2,clojure,Direct_Attempt,TIMEOUT,"cc,dz,ea,hj,if,it,kf,qo,sk,ug,ut,uv,wh",TIMEOUT,,60.071,2025-05-12 21:04:01
24,1,clojure,Direct_Attempt,TIMEOUT,54715147844840,TIMEOUT,,60.014,2025-05-12 21:05:01
24,2,clojure,Direct_Attempt,N/A,"ggn,grm,jcb,ndw,twr,z10,z32,z39",ERROR,"Unknown error (exit 1): Execution error (NullPointerException) at output-24b/find-z-wires$fn (output_24b.clj:63). Cannot invoke ""Object.toString()"" because ""s"" is null  Full report at: /tmp/clojure-12504295209449392020.edn",2.190,2025-05-12 21:05:03
25,1,clojure,Direct_Attempt,496,2900,INCORRECT,,1.332,2025-05-12 21:05:04
